index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
8362,2500159,0.745106,12834,19185,32019,33130
8363,2500135,0.745098,12852,19259,32111,34222
8364,2500134,0.745098,12778,19296,32074,33204
8365,2500134,0.745098,12796,19241,32037,33167
8366,2500128,0.745096,12852,19203,32055,33166
8367,2500135,0.745098,12852,19241,32093,33223
8368,2500134,0.745098,12870,19222,32092,33203
8369,2500134,0.745098,12833,19278,32111,33241
8370,2500128,0.745096,12778,19222,32000,33130
8371,2500134,0.745098,12814,19204,32018,34111
8372,2500159,0.745106,12871,19185,32056,33167
8373,2500135,0.745098,12815,19334,32149,33278
8374,2500135,0.745098,12815,19203,32018,33129
8375,2500134,0.745098,12852,19259,32111,33241
8376,2500159,0.745106,12834,19203,32037,33148
8377,2500135,0.745098,12834,19185,32019,34130
8378,2500134,0.745098,12852,19185,32037,33148
8379,2500128,0.745096,12796,19259,32055,33185
8380,2500128,0.745096,12852,19204,32056,33186
8381,2500134,0.745098,12834,19259,32093,33222
8382,2500134,0.745098,12797,19166,31963,33092
8383,2500135,0.745098,12814,19223,32037,34149
8384,2500134,0.745098,12871,19203,32074,33203
8385,2500159,0.745106,12814,19223,32037,33186
8386,2500135,0.745098,12815,19222,32037,33148
8387,2500134,0.745098,12852,19259,32111,33259
8388,2500134,0.745098,12797,19222,32019,33130
8389,2500128,0.745096,12815,19278,32093,33222
8390,2500135,0.745098,12815,19203,32018,33148
8391,2500134,0.745098,12815,19222,32037,34130
8392,2500128,0.745096,12833,19186,32019,33130
8393,2500135,0.745098,12834,19222,32056,33185
8394,2500134,0.745098,12778,19240,32018,33129
8395,2500128,0.745096,12852,19222,32074,33204
8396,2500135,0.745098,12852,19241,32093,33204
8397,2500134,0.745098,12759,19260,32019,34130
8398,2500128,0.745096,12833,19185,32018,33129
8399,2500135,0.745098,12834,19241,32075,33223
8400,2500134,0.745098,12796,19185,31981,33092
8401,2500128,0.745096,12852,19222,32074,33204
8402,2500135,0.745098,12815,19222,32037,33148
8403,2500134,0.745098,12797,19240,32037,34148
8404,2500128,0.745096,12834,19204,32038,33149
8405,2500134,0.745098,12852,19241,32093,33222
8406,2500134,0.745098,12870,19223,32093,33204
8407,2500159,0.745106,12852,19204,32056,33185
8408,2500128,0.745096,12834,19185,32019,33148
8409,2500134,0.745098,12815,19259,32074,34185
8410,2500128,0.745096,12852,19241,32093,33204
8411,2500128,0.745096,12833,19259,32092,33222
8412,2500135,0.745098,12834,19240,32074,33185
8413,2500134,0.745098,12870,19241,32111,33241
8414,2500134,0.745098,12852,19240,32092,33185
8415,2500128,0.745096,12815,19259,32074,33204
8416,2500135,0.745098,12834,19203,32037,33148
8417,2500134,0.745098,12833,19204,32037,34149
8418,2500128,0.745096,12796,19278,32074,33185
8419,2500135,0.745098,12852,19241,32093,33222
8420,2500134,0.745098,12852,19185,32037,33148
8421,2500159,0.745106,12852,19241,32093,33241
8422,2500128,0.745096,12871,19166,32037,33148
8423,2500134,0.745098,12871,19222,32093,34204
8424,2500134,0.745098,12796,19223,32019,33130
8425,2500128,0.745096,12815,19222,32037,33166
8426,2500134,0.745098,12815,19297,32112,33223
8427,2500134,0.745098,12778,19259,32037,33166
8428,2500128,0.745096,12833,19149,31982,33112
8429,2500135,0.745098,12851,19241,32092,34203
8430,2500134,0.745098,12797,19240,32037,33148
8431,2500128,0.745096,12833,19186,32019,33149
8432,2500135,0.745098,12834,19185,32019,33148
8433,2500134,0.745098,12741,19240,31981,33129
8434,2500128,0.745096,12814,19186,32000,33112
8435,2500134,0.745098,12834,19240,32074,34166
8436,2500128,0.745096,12834,19222,32056,33167
