index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
391,2513232,0.749002,16259,3444,19703,67444
392,2513249,0.749007,16278,3444,19722,66426
393,2513150,0.748977,16278,3463,19741,66463
394,2513236,0.749003,16296,3445,19741,66426
395,2513401,0.749052,16314,3445,19759,67463
396,2513188,0.748988,16278,3445,19723,66389
397,2513246,0.749006,16315,3426,19741,66444
398,2513233,0.749002,16333,3426,19759,66463
399,2513215,0.748997,16277,3445,19722,66463
400,2513236,0.749003,16296,3444,19740,67407
401,2513252,0.749008,16315,3444,19759,66463
402,2513201,0.748992,16278,3426,19704,66408
403,2513179,0.748986,16260,3462,19722,66425
404,2513156,0.748979,16259,3445,19704,67334
405,2513205,0.748994,16315,3463,19778,66500
406,2513234,0.749002,16278,3463,19741,66444
407,2513228,0.749000,16260,3481,19741,66463
408,2513260,0.749010,16296,3463,19759,67407
409,2513222,0.748999,16296,3444,19740,66426
410,2513201,0.748992,16278,3444,19722,66426
411,2513210,0.748995,16296,3445,19741,66445
412,2513196,0.748991,16278,3444,19722,66444
413,2513224,0.748999,16296,3426,19722,67370
414,2513287,0.749018,16296,3444,19740,66500
415,2513288,0.749018,16278,3426,19704,66389
416,2513276,0.749015,16278,3444,19722,66500
417,2513246,0.749006,16314,3445,19759,67426
418,2513231,0.749001,16296,3426,19722,66407
419,2513240,0.749004,16296,3445,19741,66408
420,2513280,0.749016,16297,3444,19741,66407
421,2513206,0.748994,16315,3444,19759,67444
422,2513277,0.749015,16296,3445,19741,66482
423,2513254,0.749008,16278,3444,19722,66444
424,2513208,0.748994,16296,3445,19741,66408
425,2513251,0.749007,16297,3463,19760,66463
426,2513250,0.749007,16277,3482,19759,67444
427,2513161,0.748980,16296,3463,19759,66463
428,2513155,0.748979,16278,3463,19741,66426
429,2513238,0.749003,16296,3463,19759,66444
430,2513234,0.749002,16260,3444,19704,66352
431,2513250,0.749007,16296,3463,19759,67426
432,2513205,0.748994,16296,3426,19722,66407
433,2513213,0.748996,16278,3426,19704,66426
434,2513198,0.748991,16278,3445,19723,66445
435,2513221,0.748998,16296,3426,19722,89351
436,2513170,0.748983,16277,3426,19703,44648
437,2512997,0.748932,16314,3445,19759,66408
438,2512989,0.748929,16315,3444,19759,66444
439,2513126,0.748970,16278,3445,19723,66445
440,2513105,0.748964,16296,3426,19722,67407
441,2513189,0.748989,16277,3426,19703,66333
442,2513136,0.748973,16278,3444,19722,66426
443,2513208,0.748994,16260,3481,19741,66426
444,2513189,0.748989,16259,3463,19722,67463
445,2513158,0.748980,16278,3444,19722,66407
446,2513209,0.748995,16278,3463,19741,66426
447,2513188,0.748988,16278,3463,19741,66482
448,2513209,0.748995,16260,3481,19741,67407
449,2513198,0.748991,16259,3463,19722,66389
450,2513148,0.748977,16277,3463,19740,66444
451,2513125,0.748970,16278,3444,19722,66463
452,2513166,0.748982,16260,3444,19704,66463
453,2513136,0.748973,16259,3445,19704,67389
454,2513111,0.748966,16277,3445,19722,66463
455,2513102,0.748963,16334,3444,19778,66444
456,2513074,0.748955,16278,3445,19723,66445
457,2513091,0.748960,16315,3463,19778,67500
458,2513061,0.748951,16315,3426,19741,66407
459,2513138,0.748974,16314,3445,19759,66463
460,2513098,0.748962,16296,3445,19741,66426
461,2513134,0.748972,16278,3445,19723,66389
462,2513140,0.748974,16278,3425,19703,67425
463,2513109,0.748965,16333,3444,19777,66500
464,2513191,0.748989,16296,3445,19741,66445
465,2513212,0.748996,16278,3463,19741,66407
466,2513216,0.748997,16333,3463,19796,67500
467,2513168,0.748983,16296,3463,19759,66537
468,2513209,0.748995,16278,3444,19722,66426
469,2513173,0.748984,16315,3463,19778,66500
470,2513249,0.749007,16259,3463,19722,66426
471,2513219,0.748998,16259,3463,19722,66426
472,2513263,0.749011,16260,3444,19704,67370
473,2513335,0.749032,16278,3444,19722,66426
474,2513238,0.749003,16278,3444,19722,66407
475,2513302,0.749022,16296,3445,19741,66445
476,2513291,0.749019,16278,3444,19722,67444
477,2513257,0.749009,16278,3426,19704,66389
478,2513313,0.749026,16278,3444,19722,66444
479,2513260,0.749010,16296,3445,19741,66482
480,2513283,0.749017,16297,3444,19741,67407
481,2513234,0.749002,16296,3445,19741,66445
482,2513294,0.749020,16315,3444,19759,66444
483,2513239,0.749004,16277,3463,19740,66444
