index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
376,2513350,0.749037,27352,20648,48000,66945
377,2513279,0.749016,27407,20593,48000,65963
378,2513315,0.749026,27407,20648,48055,66999
379,2513197,0.748991,27389,20648,48037,67000
380,2513244,0.749005,27408,20629,48037,66000
381,2513174,0.748984,27407,20574,47981,66926
382,2513209,0.748995,27463,20611,48074,67056
383,2513173,0.748984,27463,20611,48074,66018
384,2513204,0.748993,27463,20612,48075,67019
385,2513302,0.749022,27371,20574,47945,66870
386,2513271,0.749013,27833,20611,48444,66407
387,2513259,0.749010,27407,20630,48037,66982
388,2513217,0.748997,27463,20667,48130,66074
389,2513214,0.748996,27463,20704,48167,67111
390,2513232,0.749002,27482,20592,48074,65999
391,2513247,0.749006,27481,20611,48092,67037
392,2513217,0.748997,27426,20648,48074,67000
393,2513277,0.749015,27500,20574,48074,66019
394,2513286,0.749018,27408,20611,48019,66963
395,2513242,0.749005,27426,20555,47981,66907
396,2513246,0.749006,27445,20592,48037,65981
397,2513259,0.749010,27463,20630,48093,67056
398,2513253,0.749008,27370,20593,47963,66926
399,2513250,0.749007,27445,20592,48037,66018
400,2513289,0.749019,27351,20630,47981,66926
401,2513223,0.748999,27463,20649,48112,67056
402,2513247,0.749006,27407,20611,48018,65999
403,2513764,0.749160,27444,20667,48111,67056
404,2514929,0.749507,27482,20555,48037,66981
405,2514752,0.749455,27407,20611,48018,65963
406,2514722,0.749446,27370,20685,48055,67000
407,2514748,0.749453,27481,20685,48166,67111
408,2514745,0.749453,27370,20593,47963,65889
409,2514745,0.749453,27445,20629,48074,67018
410,2514706,0.749441,27444,20556,48000,66908
411,2514741,0.749451,27334,20555,47889,65833
412,2514757,0.749456,27463,20611,48074,67037
413,2514762,0.749458,27389,20574,47963,66889
414,2514765,0.749458,27518,20593,48111,67037
415,2514741,0.749451,27352,20611,47963,65907
416,2514846,0.749483,27407,20593,48000,66982
417,2514836,0.749480,27426,20592,48018,66962
418,2514820,0.749475,27463,20611,48074,66037
419,2514797,0.749468,27407,20611,48018,66963
420,2514755,0.749455,27463,20593,48056,66982
421,2514810,0.749472,27315,20611,47926,65907
422,2514803,0.749470,27407,20704,48111,67074
423,2514733,0.749449,27408,20629,48037,66981
424,2514819,0.749475,27408,20611,48019,65982
425,2514822,0.749475,27445,20703,48148,67092
426,2514833,0.749479,27408,20611,48019,66982
427,2514758,0.749456,27408,20648,48056,66000
428,2514808,0.749471,27444,20630,48074,67018
429,2514847,0.749483,27482,20741,48223,67167
430,2514866,0.749489,27389,20611,48000,65944
431,2514857,0.749486,27463,20648,48111,67037
432,2514869,0.749489,27334,20648,47982,66926
433,2514851,0.749484,27482,20555,48037,65981
434,2514776,0.749462,27370,20556,47926,66871
435,2514784,0.749464,27426,20667,48093,67055
436,2514797,0.749468,27426,20592,48018,65981
437,2514862,0.749487,27371,20592,47963,66926
438,2514897,0.749498,27500,20630,48130,67093
439,2514951,0.749514,27482,20611,48093,66074
440,2514877,0.749492,27370,20574,47944,66907
441,2514908,0.749501,27462,20612,48074,67019
442,2514893,0.749497,27481,20667,48148,66129
443,2514887,0.749495,27426,20629,48055,67074
444,2514934,0.749509,27333,20574,47907,65889
445,2514943,0.749512,27481,20648,48129,67092
446,2514881,0.749493,27815,21055,48870,67537
447,2514890,0.749496,27445,20629,48074,66037
448,2514781,0.749463,27463,20629,48092,66037
449,2514736,0.749450,27408,20722,48130,67056
450,2514810,0.749472,27463,20630,48093,67000
451,2514832,0.749478,27500,20593,48093,66037
452,2514812,0.749472,27444,20648,48092,67018
453,2514824,0.749476,27462,20575,48037,66982
454,2514819,0.749475,27500,20611,48111,66055
455,2514824,0.749476,27389,20648,48037,66963
456,2514826,0.749477,27444,20611,48055,66981
457,2514787,0.749465,27463,20611,48074,66019
458,2514816,0.749474,27389,20574,47963,66926
459,2514779,0.749463,27407,20630,48037,67018
460,2514833,0.749479,27426,20611,48037,66000
461,2514803,0.749470,27463,20630,48093,67037
462,2514855,0.749485,27426,20593,48019,67000
463,2514872,0.749490,27482,20648,48130,66111
464,2514827,0.749477,27371,20648,48019,66963
465,2514874,0.749491,27481,20667,48148,66111
466,2514916,0.749503,27426,20648,48074,67037
467,2514867,0.749489,27537,20722,48259,67203
468,2514830,0.749478,27463,20703,48166,66111
469,2514840,0.749481,27482,20611,48093,67019
470,2514877,0.749492,27408,20574,47982,65926
471,2514833,0.749479,27444,20630,48074,67000
472,2514900,0.749499,27444,20667,48111,67018
473,2514898,0.749498,27389,20667,48056,66000
474,2514870,0.749490,27426,20611,48037,67000
475,2514853,0.749485,27482,20611,48093,67037
476,2514833,0.749479,27352,20648,48000,65963
